Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
christmas spectacular,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,10/05/2022 11:51:36 AM,11/20/2022 10:17:53 PM,,Madison Square Garden,40.759902,-73.980393
christmas spectacular,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,10/05/2022 11:49:05 AM,11/19/2022 10:18:16 PM,,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/05/2022 11:42:35 AM,11/19/2022 11:16:55 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/05/2022 11:40:13 AM,11/13/2022 10:47:21 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/05/2022 11:31:29 AM,11/12/2022 10:47:20 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/05/2022 11:29:41 AM,11/11/2022 10:47:33 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/05/2022 11:25:31 AM,11/08/2022 10:47:56 PM,,Madison Square Garden,40.780449,-73.981383
christmas spectacular,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,10/05/2022 11:06:35 AM,11/18/2022 10:17:26 PM,,Madison Square Garden,40.759902,-73.980393
hockey game,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/05/2022 10:44:42 AM,11/26/2022 11:16:58 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/05/2022 10:40:11 AM,11/23/2022 11:17:48 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/05/2022 10:38:00 AM,11/22/2022 11:18:02 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/05/2022 10:35:24 AM,11/19/2022 10:46:54 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,New York,New York,NY,10/05/2022 10:31:51 AM,11/16/2022 11:18:23 PM,,Madison Square Garden,40.75002,-73.99219
boxing match,Madison Square Garden,Madison Square Garden,,New York,New York,NY,10/05/2022 09:58:38 AM,11/12/2022 10:32:10 PM,,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/05/2022 09:54:56 AM,11/10/2022 10:22:40 PM,,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,10/03/2022 07:30:13 PM,10/03/2022 10:30:57 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,10/01/2022 07:30:13 PM,10/01/2022 11:00:38 PM,,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/30/2022 07:30:12 PM,09/30/2022 10:59:42 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,09/30/2022 05:31:12 PM,09/30/2022 10:59:42 PM,,Meadowlands Complex,40.81346,-74.074287
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/29/2022 01:39:53 PM,11/07/2022 11:18:29 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/29/2022 01:34:34 PM,11/05/2022 11:18:15 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/29/2022 01:24:41 PM,11/03/2022 10:48:14 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/29/2022 01:13:12 PM,11/02/2022 11:18:41 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/29/2022 01:08:05 PM,10/30/2022 10:47:07 PM,,Madison Square Garden,40.780449,-73.981383
boxing,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/29/2022 01:05:08 PM,10/29/2022 11:19:21 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/29/2022 12:04:38 PM,10/25/2022 11:18:38 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/29/2022 11:56:56 AM,10/23/2022 10:17:18 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/29/2022 11:49:45 AM,10/06/2022 11:17:33 PM,,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,The Beacon Theatre,,around Manhattan,New York,NY,09/24/2022 08:00:13 PM,09/24/2022 10:00:57 PM,,Madison Square Garden,40.780449,-73.981383
special event,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,09/23/2022 07:00:17 PM,09/23/2022 11:05:03 PM,,Meadowlands Complex,40.81033,-74.068414
special event,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/21/2022 07:30:13 PM,09/21/2022 10:31:11 PM,,Madison Square Garden,40.759902,-73.980393
show,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,09/19/2022 08:44:49 AM,09/23/2022 11:18:46 PM,,Meadowlands Complex,40.81033,-74.068414
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/17/2022 06:20:13 PM,09/17/2022 09:59:42 PM,,Meadowlands Complex,40.820231,-74.071787
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/16/2022 06:20:13 PM,09/16/2022 10:02:27 PM,,Meadowlands Complex,40.820231,-74.071787
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/11/2022 07:30:13 PM,09/11/2022 11:01:56 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/10/2022 06:20:13 PM,09/10/2022 10:02:32 PM,,Meadowlands Complex,40.820231,-74.071787
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/09/2022 06:20:13 PM,09/09/2022 10:00:00 PM,,Meadowlands Complex,40.820231,-74.071787
show,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,09/09/2022 08:09:01 AM,09/09/2022 10:17:49 PM,,Meadowlands Complex,40.81033,-74.068414
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/03/2022 09:00:13 PM,09/03/2022 10:59:41 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/03/2022 08:00:16 PM,09/03/2022 10:59:41 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/03/2022 06:20:13 PM,09/03/2022 09:58:44 PM,,Meadowlands Complex,40.820231,-74.071787
special event,Meadowlands Complex,Meadowlands Sports Complex,,at East Rutherford,Bergen,NJ,09/03/2022 08:00:13 AM,09/03/2022 03:59:44 PM,,Meadowlands Complex,40.814458,-74.071969
special event,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,09/01/2022 06:20:13 PM,09/01/2022 09:59:36 PM,,Meadowlands Complex,40.820231,-74.071787
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 03:27:30 PM,11/01/2022 11:18:45 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 03:24:42 PM,10/30/2022 10:47:07 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 03:21:03 PM,10/29/2022 11:19:21 PM,,Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 03:18:03 PM,10/28/2022 10:18:40 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 03:15:35 PM,10/27/2022 10:18:30 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 03:09:58 PM,10/26/2022 11:17:39 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 02:58:41 PM,10/22/2022 11:17:30 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 02:49:03 PM,10/19/2022 10:18:39 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 02:46:14 PM,10/19/2022 11:17:43 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 02:41:34 PM,10/16/2022 11:18:28 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/01/2022 02:39:18 PM,10/15/2022 10:48:26 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 11:54:09 AM,10/15/2022 11:17:31 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 11:48:45 AM,10/14/2022 10:47:40 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 11:45:33 AM,10/13/2022 11:17:28 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,09/01/2022 11:42:30 AM,10/12/2022 11:18:31 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/01/2022 11:37:20 AM,10/09/2022 11:18:21 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 11:35:07 AM,10/08/2022 11:18:24 PM,,Madison Square Garden,40.75002,-73.99219
show,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/01/2022 11:28:43 AM,10/08/2022 11:18:24 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 11:25:25 AM,10/06/2022 11:17:33 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/01/2022 11:13:54 AM,10/03/2022 11:18:36 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,09/01/2022 11:03:53 AM,09/19/2022 11:19:56 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,09/01/2022 10:50:16 AM,10/03/2022 11:18:36 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,08/27/2022 08:01:13 PM,08/27/2022 09:02:26 PM,,Meadowlands Complex,40.81033,-74.068414
show,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,08/27/2022 08:01:04 PM,08/27/2022 09:19:19 PM,,Meadowlands Complex,40.81033,-74.068414
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/27/2022 08:00:13 PM,08/27/2022 10:59:27 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,08/24/2022 02:47:17 PM,09/24/2022 03:20:12 AM,,Meadowlands Complex,40.81033,-74.068414
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/22/2022 08:00:17 PM,08/22/2022 11:00:58 PM,,Madison Square Garden,40.75002,-73.99219
football game,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/22/2022 09:04:23 AM,09/30/2022 11:17:35 PM,,Meadowlands Complex,40.81346,-74.074287
racing,Meadowlands Complex,Meadowlands Racetrack,,at East Rutherford,Bergen,NJ,08/22/2022 08:58:51 AM,11/26/2022 10:17:49 PM,,Meadowlands Complex,40.820231,-74.071787
outdoor market,Meadowlands Complex,Meadowlands Sports Complex,,at East Rutherford,Bergen,NJ,08/22/2022 08:55:33 AM,11/26/2022 04:16:59 PM,,Meadowlands Complex,40.814458,-74.071969
special event,Madison Square Garden,Radio City Music Hall,,Manhattan,New York,NY,08/21/2022 07:30:12 PM,08/21/2022 10:29:40 PM,,Madison Square Garden,40.759902,-73.980393
special event,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,08/20/2022 09:00:13 PM,08/21/2022 02:59:39 AM,,Meadowlands Complex,40.81033,-74.068414
special event,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/20/2022 08:00:13 PM,08/20/2022 10:59:30 PM,,Madison Square Garden,40.759902,-73.980393
special event,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/17/2022 06:30:13 PM,08/17/2022 11:01:11 PM,,Meadowlands Complex,40.81346,-74.074287
special event,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/16/2022 08:00:13 PM,08/16/2022 11:01:00 PM,,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 08:00:13 PM,08/15/2022 10:59:54 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,08/15/2022 03:24:14 PM,10/07/2022 11:18:42 PM,,Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,The Beacon Theatre,,around Manhattan,New York,NY,08/15/2022 03:22:41 PM,09/24/2022 10:19:52 PM,,Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,08/15/2022 03:20:48 PM,09/23/2022 10:50:01 PM,,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,The Beacon Theatre,,at Manhattan,New York,NY,08/15/2022 03:19:00 PM,09/22/2022 10:17:55 PM,,Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 03:09:18 PM,09/28/2022 10:17:47 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 03:07:46 PM,09/27/2022 10:18:53 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 03:05:24 PM,09/24/2022 11:19:53 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 02:59:44 PM,09/22/2022 10:17:55 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/15/2022 02:57:40 PM,09/21/2022 10:47:42 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Radio City Music Hall,,Manhattan,New York,NY,08/15/2022 02:48:32 PM,09/19/2022 10:17:49 PM,,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:44:12 PM,10/01/2022 11:18:29 PM,,Madison Square Garden,40.75002,-73.99219
hockey game,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:41:17 PM,09/29/2022 10:17:49 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:39:26 PM,09/28/2022 11:18:50 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:37:34 PM,09/27/2022 11:18:58 PM,,Madison Square Garden,40.75002,-73.99219
hockey game,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:35:36 PM,09/26/2022 10:18:52 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Garden,,at New York,New York,NY,08/15/2022 02:33:58 PM,09/23/2022 10:21:34 PM,,Madison Square Garden,40.75032,-73.991172
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:32:19 PM,09/21/2022 11:18:44 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:30:38 PM,09/20/2022 11:19:04 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/15/2022 02:28:26 PM,09/19/2022 11:19:56 PM,,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/14/2022 08:01:13 PM,08/14/2022 10:59:38 PM,,Madison Square Garden,40.75002,-73.99219
special event,Meadowlands Complex,American Dream Mall,,at East Rutherford,Bergen,NJ,08/13/2022 09:00:13 PM,08/14/2022 02:59:44 AM,,Meadowlands Complex,40.81033,-74.068414
special event,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/13/2022 05:00:13 PM,08/13/2022 10:01:52 PM,,Meadowlands Complex,40.81346,-74.074287
concert,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/13/2022 05:00:00 PM,,,Meadowlands Complex,40.81346,-74.074287
special event,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/12/2022 08:00:13 PM,08/12/2022 11:01:18 PM,,Madison Square Garden,40.759902,-73.980393
special event,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/11/2022 07:30:13 PM,08/11/2022 10:59:35 PM,,Meadowlands Complex,40.81346,-74.074287
concert,Meadowlands Complex,MetLife Stadium,,at East Rutherford,Bergen,NJ,08/11/2022 07:30:00 PM,,,Meadowlands Complex,40.81346,-74.074287
concert,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/11/2022 04:36:01 PM,09/17/2022 11:18:33 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/11/2022 04:27:50 PM,09/16/2022 11:17:40 PM,,Madison Square Garden,40.759902,-73.980393
show,Madison Square Garden,Madison Square Garden,,at New York,New York,NY,08/11/2022 04:25:10 PM,09/17/2022 10:17:45 PM,,Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,Radio City Music Hall,,at Manhattan,New York,NY,08/11/2022 04:22:25 PM,09/13/2022 10:17:53 PM,,Madison Square Garden,40.759902,-73.980393
